,title,deal_rating,mileage,price,stock_type,location
1407,2021 Subaru WRX STI Limited w/Lip,Good Deal,"28,378 mi.","$36,780",Used,"Hudson, NH"
1408,2009 Volvo XC70 3.2,Great Deal,"373,496 mi.","$3,490
$500 price drop",Used,"Ann Arbor, MI"
1409,2021 Toyota Venza Limited,Good Deal,"37,452 mi.","$32,571",Used,"Roanoke, VA"
1410,2011 Mercedes-Benz R-Class R 350 4MATIC,Fair Deal,"73,553 mi.","$18,950",Used,"Elmont, NY"
1411,2013 Mercedes-Benz SLK-Class SLK350,Good Deal,"64,063 mi.","$19,485
$2,010 price drop",Used,"Lewisburg, TN"
1412,2019 Porsche Cayenne E-Hybrid S,Fair Deal,"51,778 mi.","$47,999",Used,"Reno, NV"
1413,2014 Hyundai Equus Signature,Good Deal,"69,173 mi.","$16,357",Used,"Durham, NC"
1414,2020 Lexus ES 350 F Sport,Good Deal,"47,675 mi.","$33,998
$1,398 price drop",Used,"Carthage, MO"
1415,2021 BMW M2 Competition,Fair Deal,"36,484 mi.","$50,000
$433 price drop",Used,"Summit, NJ"
1416,2022 Hyundai Sonata Limited,Fair Deal,"30,777 mi.","$26,972",Used,"Lebanon, PA"
1417,2019 Lexus IS 300 Base,Fair Deal,"39,095 mi.","$28,827
$143 price drop",Used,"Greenfield, WI"
1418,2024 Jeep Grand Cherokee L Limited,Great Deal,"6,000 mi.","$46,998",Used,"Kenner, LA"
1419,2007 Mazda Mazda5 Touring,Great Deal,"132,691 mi.","$3,995",Used,"Union, NJ"
1420,2020 Honda Passport 2WD EX-L,Great Deal,"36,514 mi.","$26,190",Used,"Orange, TX"
1421,2021 Mitsubishi Outlander Sport 2.0 ES,Good Deal,"56,116 mi.","$17,998",Used,"Lebanon, NH"
1422,2010 Honda Fit Sport,Good Deal,"79,439 mi.","$9,450",Used,"Eastlake, OH"
1423,2021 BMW M8 Gran Coupe Gran Coupe,Good Deal,"19,017 mi.","$83,997",BMW Certified,"Ramsey, NJ"
1424,1973 Volkswagen Karmann Ghia Sport,Fair Deal,"18,645 mi.","$34,996
$3,000 price drop",Used,"Reading, PA"
1425,2014 Toyota Prius c One,Great Deal,"168,041 mi.","$10,401",Used,"Union Gap, WA"
1426,2021 Cadillac CT5 Sport RWD,Good Deal,"10,364 mi.","$36,998
$1,000 price drop",Used,"Savannah, GA"
1427,2022 Mercedes-Benz AMG GLE 63 S,Good Deal,"7,653 mi.","$104,999
$3,000 price drop",Mercedes-Benz Certified,"Hoffman Estates, IL"
1428,2006 Aston Martin DB9 Volante,Great Deal,"45,121 mi.","$32,990",Used,"Pompano Beach, FL"
1429,2016 Nissan Quest SV,Great Deal,"71,626 mi.","$11,599",Used,"Trooper, PA"
1430,2020 Genesis G80 3.8,Great Deal,"31,377 mi.","$27,000
$500 price drop",Used,"Midlothian, VA"
1431,2017 Lincoln Navigator Select,Good Deal,"94,376 mi.","$19,595
$400 price drop",Used,"Opelousas, LA"
1432,2024 Mercedes-Benz GLS 450 4MATIC,Fair Deal,"2,703 mi.","$96,080
$2,000 price drop",Used,"San Luis Obispo, CA"
1433,2005 Chevrolet TrailBlazer EXT LT,Great Deal,"163,013 mi.","$4,998",Used,"Pleasant Hill, CA"
1434,2008 Volkswagen GTI Base,Good Deal,"124,340 mi.","$7,995",Used,"Roanoke, VA"
1435,2019 RAM 1500 Classic SLT,Good Deal,"65,510 mi.","$27,990",Used,"Reno, NV"
1436,2007 INFINITI G35x Base,Fair Deal,"87,440 mi.","$9,495",Used,"Fredericksburg, VA"
1437,2020 BMW M4 Base,Good Deal,"24,720 mi.","$55,768",Used,"Bluffton, SC"
1438,2021 Toyota Venza LE,Good Deal,"87,467 mi.","$23,999",Used,"Show Low, AZ"
1439,2014 Ferrari California Base,Great Deal,"16,993 mi.","$105,995",Used,"New York, NY"
1440,2022 RAM ProMaster 3500 High Roof,Good Deal,"12,696 mi.","$39,988
$612 price drop",Used,"Warminster, PA"
1441,2017 Mazda Mazda3 Sport,Good Deal,"76,423 mi.","$14,991",Used,"Corpus Christi, TX"
1442,2016 Lincoln Navigator Select,Great Deal,"97,158 mi.","$18,900",Used,"Anson, TX"
1443,2020 Jaguar XE S,Good Deal,"25,903 mi.","$27,798
$600 price drop",Used,
1444,2016 Toyota Prius c Two,Good Deal,"102,513 mi.","$11,495
$300 price drop",Used,"Duluth, GA"
1445,2016 BMW X5 M Base,Good Deal,"127,772 mi.","$25,000",Used,"Ottawa, IL"
1446,2016 Hyundai Veloster Base,Good Deal,"94,486 mi.","$12,998",Used,"Las Vegas, NV"
1447,2010 Kia Forte Koup SX,Great Deal,"162,000 mi.","$4,995",Used,"Vancouver, WA"
1448,2021 Chevrolet Suburban LT,Good Deal,"30,295 mi.","$48,950",Used,"Midland, TX"
1449,2017 Mercedes-Benz GLE 350 Base 4MATIC,Good Deal,"100,558 mi.","$18,723
$385 price drop",Used,"Mishawaka, IN"
1450,2018 Audi A5 2.0T Prestige,Good Deal,"74,855 mi.","$23,495",Used,"Indianapolis, IN"
1451,2006 Acura TL Base,Great Deal,"209,113 mi.","$4,950",Used,"Kansas City, KS"
1452,2021 Toyota Sienna XLE,Good Deal,"37,937 mi.","$40,950",Used,"Ballwin, MO"
1453,2018 Audi A4 allroad 2.0T Tech Premium,Fair Deal,"80,288 mi.","$23,922
$1,077 price drop",Used,"Charlotte, NC"
1454,2014 Lamborghini Gallardo LP550-2,Great Deal,"11,902 mi.","$139,500
$5,500 price drop",Used,"scottsdale, AZ"
1455,2022 Land Rover Range Rover Westminster,Good Deal,"44,950 mi.","$69,997",Used,"Fresno, CA"
1456,2021 Toyota Highlander XLE,Good Deal,"43,907 mi.","$33,995",Used,"Mineola, TX"
1457,2022 Genesis GV70 3.5T Sport,Good Deal,"59,724 mi.","$44,998
$1,000 price drop",Used,"West Carrollton, OH"
1458,2020 Lincoln Continental Standard,Good Deal,"55,410 mi.","$25,695",Used,"Huntsville, AL"
1459,2015 Volkswagen Beetle 1.8T,Great Deal,"138,577 mi.","$8,995",Used,"Inwood, NY"
1460,2011 Hyundai Genesis Coupe 2.0T,Good Deal,"92,464 mi.","$8,990",Used,"Webster, NY"
1461,2019 Cadillac Escalade ESV Luxury,Good Deal,"39,150 mi.","$46,989",Used,"Battle Creek, MI"
